aisp;ano;mes;cisp;letalidade_violenta;estupro;roubo_rua;roubo_veiculo;roubo_carga;apreensao_drogas;fem_feminicidio;hom_por_interv_policial;total_roubos;total_furtos;recuperacao_veiculos;armas_arma_fogo_total;armas_arma_fogo_fuzil;armas_municao_total;policiais_pol_militares_mortos_serv;policiais_pol_civis_mortos_serv;cluster_id
29;2022;3;148;0;0;0;0;0;10;0;0;0;10;3;1;0;66;0;0;4
11;2022;3;151;3;8;2;0;0;32;0;0;4;90;4;7;0;64;0;0;1
11;2022;3;152;0;0;0;0;0;2;0;0;0;3;1;0;0;25;0;0;1
11;2022;3;153;0;1;0;0;0;3;0;0;0;7;0;0;0;0;0;0;1
11;2022;3;154;1;0;0;0;0;4;0;0;0;12;0;6;0;27;0;0;1
36;2022;3;155;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1
11;2022;3;156;1;1;0;0;0;3;0;0;0;4;0;0;0;0;0;0;1
11;2022;3;157;0;0;0;0;0;4;0;0;0;2;0;2;0;75;0;0;1
11;2022;3;158;1;0;0;0;0;7;0;0;1;1;0;0;0;2;0;0;1
35;2022;3;159;0;2;2;0;1;3;0;0;4;17;0;0;0;0;0;0;1
33;2022;3;165;0;4;0;1;0;5;0;0;1;44;2;2;0;33;0;0;1
33;2022;3;166;9;10;6;0;0;17;0;7;6;56;1;13;1;107;0;0;1
33;2022;3;167;0;0;1;1;0;14;0;0;2;35;4;1;0;9;0;0;1
28;2022;3;168;0;0;0;0;0;9;0;0;0;5;0;0;0;100;0;0;4
5;2022;4;1;0;0;130;0;2;4;0;0;143;451;0;2;0;1;0;0;1
5;2022;4;4;1;3;116;5;0;6;0;0;137;329;2;4;0;11;0;0;1
5;2022;4;5;1;3;262;4;1;9;0;0;303;595;4;1;0;6;0;0;1
4;2022;4;6;3;0;108;8;0;3;0;0;137;244;13;0;0;1;0;0;1
5;2022;4;7;0;1;31;2;0;4;0;0;45;56;4;2;0;9;0;0;1
2;2022;4;9;1;0;100;10;1;18;0;0;130;353;1;3;0;31;0;0;1
2;2022;4;10;0;0;65;4;0;7;0;0;84;375;1;1;0;1;0;0;1
23;2022;4;11;1;3;2;0;0;2;0;0;2;13;1;0;0;0;0;0;1
19;2022;4;12;0;3;55;0;0;5;0;0;62;408;0;1;0;0;0;0;1
19;2022;4;13;0;0;20;1;0;6;0;0;32;200;1;4;0;56;0;0;1
23;2022;4;14;0;3;50;4;0;9;0;0;61;301;0;0;0;0;0;0;1
23;2022;4;15;0;1;27;7;1;5;0;0;37;159;3;2;0;29;0;0;1
31;2022;4;16;1;6;99;7;2;9;0;0;128;774;9;17;0;189;0;0;1
4;2022;4;17;0;1;82;35;3;5;0;0;137;237;9;1;0;0;0;0;1
6;2022;4;18;0;0;113;20;1;4;0;0;162;343;3;1;0;5;0;0;1
6;2022;4;19;1;2;58;27;0;7;0;0;94;214;3;4;0;30;0;0;1
6;2022;4;20;2;4;78;24;1;2;1;1;122;190;5;1;0;4;0;0;1
22;2022;4;21;5;5;141;73;18;14;0;1;272;259;44;2;0;328;0;0;5
16;2022;4;22;5;2;88;24;18;4;0;1;139;192;17;2;0;30;0;0;0
3;2022;4;23;2;1;54;30;1;3;0;1;108;140;3;1;0;0;0;0;2
3;2022;4;24;1;2;69;25;9;0;0;0;130;107;9;2;2;44;0;0;2
3;2022;4;25;3;1;64;35;8;18;0;1;128;156;9;1;0;15;0;0;2
3;2022;4;26;0;1;61;19;1;4;0;0;93;117;9;6;0;66;0;0;2
41;2022;4;27;10;0;85;70;6;1;0;4;197;153;37;5;0;30;0;0;0
18;2022;4;28;4;2;43;17;3;5;1;1;77;105;2;2;1;10;0;0;2
9;2022;4;29;5;1;142;55;3;1;0;0;232;271;17;6;1;40;0;0;2
9;2022;4;30;0;3;66;44;0;3;0;0;124;118;3;3;0;18;0;0;2
41;2022;4;31;4;4;84;38;8;4;0;4;141;69;19;3;2;28;0;0;0
18;2022;4;32;4;18;139;21;4;2;0;0;196;418;22;1;0;25;0;0;2
14;2022;4;33;5;7;119;74;9;6;0;0;230;132;14;8;2;91;0;0;5
14;2022;4;34;2;8;95;99;15;18;0;1;224;178;63;10;1;173;0;0;5
40;2022;4;35;3;26;81;85;14;6;0;1;218;439;19;11;0;211;0;0;3
27;2022;4;36;4;6;39;18;4;0;1;0;84;134;9;2;0;3;0;0;3
17;2022;4;37;6;2;23;18;1;4;0;3;48;140;10;6;1;33;0;0;2
16;2022;4;38;6;3;60;52;20;5;0;3;145;72;17;4;0;46;0;0;0
41;2022;4;39;6;4;195;54;11;8;0;2;290;160;24;11;1;47;0;0;0
9;2022;4;40;3;0;88;46;5;0;0;0;173;68;11;0;0;0;0;0;2
18;2022;4;41;0;3;38;9;0;0;0;0;56;78;5;2;0;122;0;0;2
31;2022;4;42;1;3;40;9;1;38;0;0;61;226;3;9;0;68;0;0;1
27;2022;4;43;3;9;20;5;5;1;0;0;39;53;4;2;0;21;0;0;3
3;2022;4;44;3;4;115;44;5;5;0;0;211;112;17;4;1;37;0;0;2
24;2022;4;48;4;2;8;4;5;10;1;0;21;28;6;7;1;192;0;0;1
24;2022;4;50;5;0;18;14;0;8;0;3;38;57;9;5;0;40;0;0;1
24;2022;4;51;1;2;1;0;0;4;0;0;1;12;0;1;0;6;0;0;1
20;2022;4;52;1;6;90;40;2;3;0;1;147;184;12;11;0;245;0;0;2
20;2022;4;53;3;3;70;13;3;13;0;1;94;80;4;9;2;103;0;0;2
39;2022;4;54;26;7;155;125;10;7;0;2;334;127;46;14;0;136;0;0;3
24;2022;4;55;9;2;61;9;1;6;0;4;75;59;7;6;0;51;0;0;1
20;2022;4;56;8;13;83;24;6;7;2;0;138;91;12;13;1;164;0;0;2
20;2022;4;57;2;4;73;12;0;2;0;0;102;104;7;6;0;55;0;0;2
20;2022;4;58;11;7;98;57;1;4;0;2;192;93;22;9;0;46;0;0;2
15;2022;4;59;12;11;222;84;20;4;0;4;353;353;94;7;0;61;0;0;2
15;2022;4;60;19;10;92;96;23;11;0;9;229;93;25;13;1;107;0;0;2
15;2022;4;61;4;2;12;3;0;1;0;0;18;23;2;1;0;6;0;0;2
15;2022;4;62;9;10;96;28;11;7;0;5;151;64;16;9;0;87;0;0;2
24;2022;4;63;6;2;20;4;2;21;0;5;34;16;9;7;0;88;0;0;1
21;2022;4;64;7;15;210;91;23;13;0;1;372;211;45;10;0;102;0;0;5
34;2022;4;65;1;1;12;1;1;13;0;1;17;48;3;3;0;26;0;0;1
34;2022;4;66;3;5;20;7;0;4;0;0;37;74;5;1;0;4;0;0;1
34;2022;4;67;0;3;5;3;0;2;0;0;10;19;12;0;0;0;0;0;1
35;2022;4;70;4;1;1;0;0;1;0;3;1;11;1;5;2;24;0;0;1
35;2022;4;71;1;7;44;20;4;13;0;0;81;67;13;10;0;72;0;0;1
7;2022;4;72;7;4;72;29;4;6;0;3;129;181;8;5;0;47;0;0;2
7;2022;4;73;6;4;34;28;3;14;0;4;89;105;14;9;0;52;0;0;2
7;2022;4;74;3;3;48;41;0;6;0;1;117;69;14;5;2;45;0;0;2
7;2022;4;75;2;11;23;24;5;5;0;1;70;45;6;4;0;28;0;0;2
12;2022;4;76;0;3;37;1;1;5;0;0;47;200;0;2;0;13;0;0;1
12;2022;4;77;0;3;14;2;0;2;0;0;22;123;1;3;0;79;0;0;1
12;2022;4;78;1;3;38;18;2;6;0;0;81;60;5;2;0;17;0;0;1
12;2022;4;79;2;2;4;1;3;7;1;0;17;24;1;0;0;0;0;0;1
12;2022;4;81;1;0;8;2;2;6;0;0;15;70;2;2;0;31;0;0;1
12;2022;4;82;8;8;24;5;0;6;0;2;35;99;5;10;0;97;0;0;1
10;2022;4;88;2;1;1;0;0;58;0;0;1;28;0;4;0;10;0;0;1
37;2022;4;89;6;1;5;0;0;28;0;0;8;62;1;6;0;87;0;0;4
28;2022;4;90;4;3;8;2;2;42;0;0;16;75;4;7;0;143;0;0;4
10;2022;4;91;1;0;0;0;0;46;0;0;1;15;1;4;0;80;0;0;1
10;2022;4;92;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1
28;2022;4;93;6;9;9;5;0;37;0;2;20;95;6;10;0;127;0;0;4
10;2022;4;94;1;2;0;0;0;20;0;0;1;14;0;3;0;75;0;0;1
10;2022;4;95;1;2;1;0;0;35;0;0;2;7;1;1;0;12;0;0;1
10;2022;4;96;0;5;0;0;0;43;0;0;1;14;0;4;0;31;0;0;1
10;2022;4;97;0;0;0;0;0;11;0;0;0;6;0;1;0;0;0;0;1
10;2022;4;98;0;0;0;0;0;10;0;0;0;10;0;4;0;13;0;0;1
37;2022;4;99;0;0;3;0;0;4;0;0;4;17;3;0;0;0;0;0;4
37;2022;4;100;0;1;2;0;0;11;0;0;2;6;0;0;0;1;0;0;4
28;2022;4;101;0;1;0;0;0;3;0;0;0;11;0;0;0;0;0;0;4
30;2022;4;104;0;1;0;0;0;6;0;0;0;8;0;0;0;0;0;0;1
26;2022;4;105;1;5;1;1;0;39;0;0;5;64;3;7;0;155;0;0;4
26;2022;4;106;5;0;0;0;0;20;0;3;0;67;0;6;0;26;0;0;4
38;2022;4;107;0;0;0;0;0;45;0;0;1;17;2;3;0;39;0;0;4
38;2022;4;108;0;1;4;0;0;50;0;0;6;45;3;12;0;395;0;0;4
38;2022;4;109;1;0;0;0;0;17;0;0;1;6;0;0;0;0;0;0;4
30;2022;4;110;0;6;2;0;0;55;0;0;3;77;6;5;0;69;0;0;1
30;2022;4;111;0;0;0;0;0;1;0;0;0;7;1;2;0;5;0;0;1
30;2022;4;112;0;0;0;0;0;6;0;0;0;5;1;8;0;44;0;0;1
25;2022;4;118;4;8;14;5;0;22;0;1;23;117;11;6;0;22;0;0;4
35;2022;4;119;0;1;5;0;0;4;0;0;6;22;5;1;0;34;0;0;1
35;2022;4;120;0;0;0;0;1;1;0;0;1;7;0;0;0;0;0;0;1
32;2022;4;121;6;1;0;1;1;12;1;0;3;22;1;3;0;25;0;0;1
32;2022;4;122;1;2;0;0;0;7;0;0;0;9;1;3;0;50;0;0;1
32;2022;4;123;11;5;24;12;0;36;0;0;38;111;6;9;0;3489;0;0;1
25;2022;4;124;2;3;9;1;0;5;0;0;12;58;5;8;0;99;0;0;4
25;2022;4;125;3;2;11;3;0;19;0;0;18;44;10;4;0;110;0;0;4
25;2022;4;126;9;4;18;6;3;51;0;1;32;225;13;9;0;231;0;0;4
25;2022;4;127;4;2;2;0;0;7;1;0;4;43;1;2;0;19;0;0;4
32;2022;4;128;3;1;34;10;0;30;0;3;50;127;7;9;0;44;0;0;1
25;2022;4;129;1;2;3;0;0;3;0;1;4;35;3;2;0;4;0;0;4
32;2022;4;130;1;2;1;2;0;6;0;0;4;21;3;7;0;71;0;0;1
25;2022;4;132;0;1;0;1;0;13;0;0;1;31;0;2;0;16;0;0;4
8;2022;4;134;3;8;28;5;0;114;1;0;46;177;5;8;0;82;0;0;4
36;2022;4;135;0;0;0;0;0;4;0;0;0;4;2;1;0;0;0;0;1
36;2022;4;136;0;2;0;0;0;27;0;0;0;15;1;2;0;16;0;0;1
36;2022;4;137;1;0;0;0;0;38;0;0;1;8;0;1;0;0;0;0;1
29;2022;4;138;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;4
29;2022;4;139;0;0;0;0;0;11;0;0;0;11;0;1;0;0;0;0;4
29;2022;4;140;0;0;0;0;0;7;0;0;0;12;0;1;0;0;0;0;4
8;2022;4;141;1;1;0;0;0;12;0;0;0;26;0;0;0;0;0;0;4
36;2022;4;142;0;0;0;0;0;2;0;0;0;6;0;1;0;7;0;0;1
29;2022;4;143;4;0;2;1;0;64;0;0;7;15;1;9;0;100;0;0;4
29;2022;4;144;0;1;2;0;0;22;0;0;2;9;0;4;0;95;0;0;4
8;2022;4;145;0;0;0;0;0;9;0;0;3;23;1;2;0;24;0;0;4
8;2022;4;146;2;3;20;0;1;70;0;0;27;33;3;15;0;207;0;0;4
8;2022;4;147;4;4;1;0;0;12;0;0;3;19;1;3;0;32;0;0;4
29;2022;4;148;0;2;0;0;0;6;0;0;0;6;0;1;0;9;0;0;4
11;2022;4;151;2;7;5;0;0;35;0;0;6;68;6;7;0;127;1;0;1
11;2022;4;152;1;0;0;0;0;8;0;0;0;3;0;0;0;0;0;0;1
11;2022;4;153;0;1;0;0;0;2;0;0;0;4;0;0;0;0;0;0;1
11;2022;4;154;0;1;0;0;0;1;0;0;0;11;0;0;0;0;0;0;1
36;2022;4;155;0;1;0;0;0;2;0;0;0;3;0;0;0;0;0;0;1
11;2022;4;156;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
11;2022;4;157;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1
11;2022;4;158;0;0;0;0;0;3;0;0;0;4;1;0;0;0;0;0;1
35;2022;4;159;5;1;3;0;1;3;0;0;7;18;0;0;0;0;0;0;1
33;2022;4;165;0;1;2;0;0;6;0;0;3;28;2;0;0;0;0;0;1
33;2022;4;166;5;5;14;3;0;20;0;2;21;42;5;7;1;102;0;0;1
33;2022;4;167;0;0;0;0;0;9;0;0;1;20;1;1;0;7;0;0;1
28;2022;4;168;0;0;0;0;0;7;0;0;0;5;0;1;0;5;0;0;4
5;2022;5;1;0;0;77;1;0;1;0;0;88;241;0;0;0;42;0;0;1
5;2022;5;4;0;0;116;6;0;10;0;0;143;247;2;2;0;21;0;0;1
5;2022;5;5;0;2;155;6;1;9;0;0;205;380;3;0;0;247;0;0;1
4;2022;5;6;3;7;105;27;1;3;0;1;159;258;19;3;0;59;0;0;1
5;2022;5;7;0;2;28;4;0;3;0;0;43;51;1;1;0;9;0;0;1
2;2022;5;9;0;3;88;21;0;20;0;0;126;276;5;6;0;7;0;0;1
2;2022;5;10;0;19;50;9;0;5;0;0;71;355;1;1;0;28;0;0;1
23;2022;5;11;0;1;1;0;0;1;0;0;1;7;0;2;0;13;0;0;1
19;2022;5;12;0;3;63;1;0;17;0;0;80;360;1;1;0;25;0;0;1
19;2022;5;13;0;0;20;0;0;7;0;0;26;184;0;5;0;94;0;0;1
23;2022;5;14;0;0;58;2;0;9;0;0;65;251;2;3;0;104;0;0;1
23;2022;5;15;0;4;23;0;0;1;0;0;27;160;1;0;0;0;0;0;1
31;2022;5;16;0;4;96;7;0;14;0;0;123;566;4;6;0;92;0;0;1
4;2022;5;17;2;2;106;35;1;6;0;2;158;278;7;3;0;24;0;0;1
6;2022;5;18;1;1;140;16;0;5;0;0;174;333;1;2;0;13;0;0;1
6;2022;5;19;3;3;61;25;1;5;0;2;103;214;1;7;0;151;0;0;1
6;2022;5;20;3;1;69;19;1;12;0;0;107;205;1;6;1;311;0;0;1
22;2022;5;21;2;9;147;80;20;11;0;1;282;298;50;3;0;348;0;0;5
16;2022;5;22;29;3;67;35;11;7;0;22;122;175;38;20;10;390;0;0;0
3;2022;5;23;2;1;64;26;1;1;0;1;111;128;3;0;0;6;0;0;2
3;2022;5;24;0;3;85;36;3;1;0;0;138;142;7;2;0;51;0;0;2
3;2022;5;25;3;4;77;40;10;23;0;0;153;206;19;6;0;28;0;0;2
3;2022;5;26;1;1;58;26;12;4;0;0;108;171;10;4;0;9;0;0;2
41;2022;5;27;4;4;120;73;1;2;0;0;224;183;33;2;1;21;0;0;0
18;2022;5;28;0;2;35;20;0;2;0;0;67;112;3;4;2;168;0;0;2
9;2022;5;29;6;4;138;64;6;5;0;2;254;303;15;5;2;219;0;0;2
9;2022;5;30;4;0;76;35;0;3;0;4;124;121;5;7;1;64;0;0;2
41;2022;5;31;2;3;70;53;7;5;0;0;145;56;20;4;0;21;0;0;0
18;2022;5;32;3;18;129;20;3;3;0;0;176;395;17;6;0;60;0;0;2
14;2022;5;33;4;2;98;70;10;8;0;4;193;148;15;6;0;313;0;0;5
14;2022;5;34;8;9;101;77;17;27;1;5;215;171;38;10;2;119;0;0;5
40;2022;5;35;1;9;76;70;11;2;0;1;185;440;26;15;0;834;0;0;3
27;2022;5;36;1;11;58;24;7;5;0;1;113;153;17;17;2;1193;0;0;3
17;2022;5;37;2;4;34;22;1;3;0;2;66;193;28;4;0;8;0;0;2
16;2022;5;38;5;4;61;65;17;11;0;2;156;75;33;13;3;117;0;0;0
41;2022;5;39;6;6;140;59;5;7;0;2;220;115;43;7;2;84;0;0;0
9;2022;5;40;4;1;84;60;7;3;0;2;179;74;24;5;2;40;0;0;2
18;2022;5;41;1;1;30;15;0;1;0;0;59;121;5;7;0;559;0;0;2
31;2022;5;42;2;3;35;9;0;46;0;0;58;170;5;3;0;132;0;0;1
27;2022;5;43;3;13;31;4;4;0;0;0;48;58;4;1;0;34;0;0;3
3;2022;5;44;1;0;83;48;4;4;0;0;162;155;20;4;0;9;0;0;2
24;2022;5;48;1;5;12;3;0;1;0;0;19;24;4;3;0;56;0;0;1
24;2022;5;50;10;3;22;6;1;4;0;4;38;79;9;3;2;276;0;0;1
24;2022;5;51;0;1;2;0;2;4;0;0;4;20;0;4;0;33;0;0;1
20;2022;5;52;1;4;101;29;5;1;0;0;155;189;10;5;0;90;0;0;2
20;2022;5;53;4;4;82;23;1;11;0;1;115;70;12;7;1;165;0;0;2
39;2022;5;54;17;16;132;109;5;10;0;9;282;148;40;13;6;119;0;0;3
24;2022;5;55;5;10;56;9;1;7;0;3;76;74;3;4;0;28;0;0;1
20;2022;5;56;10;9;80;27;1;5;0;1;143;85;18;10;0;154;0;0;2
20;2022;5;57;1;5;76;20;0;9;0;0;112;130;9;4;0;20;1;0;2
20;2022;5;58;15;15;188;52;2;2;1;3;277;125;18;8;0;81;0;0;2
15;2022;5;59;8;9;254;116;23;8;0;2;436;372;124;10;2;73;0;0;2
15;2022;5;60;11;10;109;67;23;10;0;5;219;76;47;12;0;49;0;0;2
15;2022;5;61;1;8;5;3;1;0;0;0;12;22;1;0;0;0;0;0;2
15;2022;5;62;13;7;62;36;6;5;0;11;117;46;15;10;1;77;0;0;2
24;2022;5;63;5;2;13;5;1;11;0;3;25;77;7;4;0;33;0;0;1
21;2022;5;64;8;17;148;88;25;8;0;5;314;188;46;18;1;145;0;0;5
34;2022;5;65;9;3;22;3;0;8;0;4;29;32;4;7;0;36;0;0;1
34;2022;5;66;4;4;26;6;0;1;1;0;40;68;6;0;0;0;0;0;1
34;2022;5;67;1;4;3;2;1;4;0;0;12;34;2;4;0;187;0;0;1
35;2022;5;70;1;0;4;1;0;3;0;0;9;15;2;0;0;0;0;0;1
35;2022;5;71;6;4;38;24;2;8;0;2;74;128;16;7;0;94;0;0;1
7;2022;5;72;3;9;67;34;3;6;0;1;133;198;12;5;1;27;0;0;2
7;2022;5;73;3;4;68;39;1;7;0;1;133;164;12;5;0;22;0;0;2
7;2022;5;74;5;4;61;36;1;15;0;3;112;74;19;11;0;90;0;0;2
7;2022;5;75;9;5;41;27;2;8;0;5;86;47;6;9;1;59;0;0;2
12;2022;5;76;3;2;29;2;1;14;0;0;47;232;1;2;0;24;0;0;1
12;2022;5;77;0;4;9;0;0;4;0;0;15;134;1;0;0;0;0;0;1
12;2022;5;78;3;2;31;12;3;3;0;1;72;61;8;3;0;53;0;0;1
12;2022;5;79;4;4;4;6;0;5;0;4;15;37;3;6;0;71;0;0;1
12;2022;5;81;1;3;7;3;1;8;0;0;13;53;1;1;0;20;0;0;1
12;2022;5;82;4;7;22;9;1;10;0;3;42;139;8;8;0;138;0;0;1
10;2022;5;88;0;0;2;0;0;55;0;0;4;30;2;4;0;29;0;0;1
37;2022;5;89;4;10;3;1;0;26;0;0;5;69;2;2;0;10;0;0;4
28;2022;5;90;6;4;4;2;1;37;0;1;13;66;5;7;0;21;0;0;4
10;2022;5;91;0;3;0;0;0;32;0;0;1;29;0;3;0;47;0;0;1
10;2022;5;92;0;1;0;0;0;4;0;0;0;2;0;0;0;0;0;0;1
28;2022;5;93;3;5;8;0;0;39;0;0;12;87;6;12;0;87;0;0;4
10;2022;5;94;0;1;1;0;0;33;0;0;2;14;2;0;0;0;0;0;1
10;2022;5;95;0;1;0;0;0;18;0;0;0;14;0;4;0;272;0;0;1
10;2022;5;96;0;4;0;0;0;45;0;0;2;19;2;3;0;82;0;0;1
10;2022;5;97;1;1;0;0;0;11;0;0;0;2;0;0;0;0;0;0;1
10;2022;5;98;0;2;0;0;0;6;0;0;0;6;0;9;0;32;0;0;1
37;2022;5;99;1;3;1;0;0;9;0;0;3;21;0;0;0;0;0;0;4
37;2022;5;100;1;0;0;0;0;7;0;0;0;13;0;1;0;26;0;0;4
28;2022;5;101;1;0;2;0;0;2;0;0;2;6;0;2;0;0;0;0;4
30;2022;5;104;0;0;0;0;0;6;0;0;0;6;0;1;0;17;0;0;1
26;2022;5;105;1;7;5;1;0;57;0;0;7;71;3;4;0;18;0;0;4
26;2022;5;106;0;2;1;0;0;11;0;0;1;34;2;1;0;19;0;0;4
38;2022;5;107;0;3;0;0;0;44;0;0;1;12;0;0;0;0;0;0;4
38;2022;5;108;3;1;2;1;0;64;0;0;6;46;7;7;0;125;0;0;4
38;2022;5;109;0;1;0;0;0;18;0;0;0;6;0;0;0;0;0;0;4
30;2022;5;110;4;5;3;0;0;51;0;1;6;66;3;19;0;270;0;0;1
30;2022;5;111;0;0;0;0;0;2;0;0;0;2;1;1;0;0;0;0;1
30;2022;5;112;0;1;1;0;0;9;0;0;2;7;0;1;0;0;0;0;1
25;2022;5;118;2;5;28;2;0;19;0;0;38;105;10;10;0;32;0;0;4
35;2022;5;119;0;0;4;1;1;15;0;0;7;72;4;2;0;9;0;0;1
35;2022;5;120;0;1;1;2;2;0;0;0;6;12;0;0;0;0;0;0;1
32;2022;5;121;0;2;3;2;0;12;0;0;5;18;2;2;0;22;0;0;1
32;2022;5;122;3;0;0;1;1;6;0;3;2;2;0;7;1;213;0;0;1
32;2022;5;123;16;14;31;11;1;51;0;0;54;128;8;14;1;352;0;0;1
25;2022;5;124;1;2;3;3;0;9;0;0;7;54;7;4;0;17;0;0;4
25;2022;5;125;2;5;12;4;0;26;0;0;18;75;2;0;0;0;0;0;4
25;2022;5;126;7;7;29;7;5;55;0;2;48;174;5;10;0;122;0;0;4
25;2022;5;127;1;3;6;1;0;11;0;0;7;33;1;1;0;1;0;0;4
32;2022;5;128;4;2;18;5;1;30;0;1;36;115;4;8;1;144;0;0;1
25;2022;5;129;0;2;7;2;0;1;0;0;9;22;1;0;0;0;0;0;4
32;2022;5;130;2;3;2;2;0;11;0;0;6;19;1;12;0;265;0;0;1
25;2022;5;132;1;2;1;1;0;11;0;0;2;34;1;0;0;0;0;0;4
8;2022;5;134;3;12;24;5;0;45;0;0;42;238;16;11;0;79;0;0;4
36;2022;5;135;0;0;1;0;0;4;0;0;1;6;0;1;0;4;0;0;1
36;2022;5;136;0;0;0;3;0;34;0;0;5;17;0;4;0;13;0;0;1
36;2022;5;137;0;0;0;0;0;22;0;0;1;7;1;0;0;1;0;0;1
29;2022;5;138;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4
29;2022;5;139;0;0;0;0;0;9;0;0;0;13;1;0;0;0;0;0;4
29;2022;5;140;0;2;0;0;0;10;0;0;0;11;0;0;0;0;0;0;4
8;2022;5;141;1;0;0;1;1;6;0;0;2;14;0;1;0;9;0;0;4
36;2022;5;142;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;1
29;2022;5;143;1;1;0;0;0;52;0;0;2;45;2;3;0;10;0;0;4
29;2022;5;144;0;3;0;0;0;14;0;0;0;15;0;2;0;9;0;0;4
8;2022;5;145;0;0;2;0;0;10;0;0;7;26;1;0;0;0;0;0;4
8;2022;5;146;3;4;14;6;1;42;0;0;29;53;6;10;0;104;0;0;4
8;2022;5;147;1;2;1;0;0;10;0;0;1;17;2;3;0;87;0;0;4
29;2022;5;148;0;1;0;0;0;8;0;0;1;7;0;1;0;7;0;0;4
11;2022;5;151;0;2;1;1;0;35;0;0;5;91;8;7;0;139;0;0;1
11;2022;5;152;0;1;0;0;0;2;0;0;1;6;2;0;0;0;0;0;1
11;2022;5;153;0;0;0;0;0;3;0;0;0;3;0;0;0;4;0;0;1
11;2022;5;154;0;1;0;0;0;1;0;0;0;5;0;6;0;32;0;0;1
36;2022;5;155;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;1
11;2022;5;156;0;0;0;1;0;2;0;0;1;3;0;4;0;57;0;0;1
11;2022;5;157;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;1
11;2022;5;158;0;2;0;2;0;1;0;0;4;6;1;3;0;14;0;0;1
35;2022;5;159;1;7;1;1;0;6;0;0;4;14;2;7;0;26;0;0;1
33;2022;5;165;0;2;0;2;0;5;0;0;2;26;5;2;0;21;0;0;1
33;2022;5;166;10;11;9;0;0;29;0;7;13;48;3;13;1;142;0;0;1
33;2022;5;167;1;4;1;0;0;18;0;0;1;28;0;3;0;49;0;0;1
28;2022;5;168;0;0;0;0;0;4;0;0;0;3;1;0;0;0;0;0;4
5;2022;6;1;1;1;62;3;0;1;0;0;74;205;0;0;0;0;0;0;1
5;2022;6;4;1;1;106;4;0;11;0;1;133;220;3;3;0;27;0;0;1
5;2022;6;5;1;2;152;3;0;15;0;0;179;383;4;1;0;179;0;0;1
4;2022;6;6;2;6;65;14;0;2;0;0;102;184;15;2;0;31;0;0;1
5;2022;6;7;0;1;15;1;0;0;0;0;48;35;1;0;0;0;0;0;1
2;2022;6;9;2;0;99;14;1;17;0;0;126;229;6;3;0;2;0;0;1
2;2022;6;10;2;0;62;9;0;4;0;0;92;279;2;1;0;100;0;0;1
23;2022;6;11;0;2;1;0;0;2;0;0;1;13;0;0;0;0;0;0;1
19;2022;6;12;0;1;47;0;0;10;0;0;58;327;2;0;0;0;0;0;1
19;2022;6;13;0;2;20;2;0;4;0;0;26;114;3;8;0;80;0;0;1
23;2022;6;14;0;0;49;1;0;3;0;0;57;204;1;3;0;45;0;0;1
23;2022;6;15;0;3;19;0;0;2;0;0;25;141;4;0;0;37;0;0;1
31;2022;6;16;2;2;85;9;0;12;0;0;109;493;8;4;0;54;0;0;1
4;2022;6;17;0;4;131;18;1;8;0;0;185;303;8;4;0;29;0;0;1
6;2022;6;18;0;2;114;19;0;10;0;0;164;309;2;3;0;95;0;0;1
6;2022;6;19;2;1;61;26;1;10;0;2;103;216;5;4;1;43;0;0;1
6;2022;6;20;2;2;120;27;0;8;0;1;170;246;5;4;0;87;0;0;1
22;2022;6;21;3;3;160;60;17;20;0;0;265;294;48;9;0;122;0;0;5
16;2022;6;22;3;2;96;28;7;9;0;2;149;162;35;4;1;32;0;0;0
3;2022;6;23;2;3;56;33;1;2;0;0;119;140;9;3;0;45;0;0;2
3;2022;6;24;4;0;86;36;2;2;0;3;138;145;12;4;0;332;0;0;2
3;2022;6;25;0;4;87;48;7;20;0;0;175;210;31;2;0;8;0;0;2
3;2022;6;26;2;1;57;22;8;5;0;2;107;166;15;3;0;22;0;0;2
41;2022;6;27;6;2;119;75;11;5;0;1;245;185;53;4;1;32;0;0;0
18;2022;6;28;0;1;32;29;1;1;0;0;70;112;4;0;0;0;0;0;2
9;2022;6;29;3;1;183;96;17;5;0;1;337;267;24;7;1;77;0;0;2
9;2022;6;30;3;0;59;45;0;2;0;0;119;96;7;3;0;25;0;0;2
41;2022;6;31;4;3;96;41;4;2;0;1;155;80;36;3;0;21;0;0;0
18;2022;6;32;9;8;140;16;2;5;0;3;184;446;14;18;3;313;0;0;2
14;2022;6;33;5;6;92;43;6;1;0;0;159;125;18;3;0;21;0;0;5
14;2022;6;34;8;12;103;56;12;17;0;0;200;129;14;11;4;219;0;0;5
40;2022;6;35;4;13;80;40;17;4;1;1;166;392;17;9;0;204;0;0;3
27;2022;6;36;2;8;32;16;4;0;0;0;68;132;17;2;0;119;0;0;3
